cont_id,recency,frequency,monetary value,R_Quartile,F_Quartile,M_Quartile,RFMClass,Total Score,Segment
100000005,5011.0,7,19751.410000000003,1,4,4,144,9,Require Activation
100000029,5006.0,1,4179.93,1,1,2,112,4,Champions
100000037,5010.0,1,4520.31,1,1,2,112,4,Champions
100000039,5021.0,2,7187.9400000000005,1,2,2,122,5,Loyal
100000040,5026.0,1,5905.0,1,1,2,112,4,Champions
100000041,5018.0,6,20703.579999999998,1,4,4,144,9,Require Activation
100000046,4778.0,2,4660.15,1,2,2,122,5,Loyal
100000048,4999.0,1,882.95,1,1,1,111,3,Can't Loose Them
100000053,4891.0,2,0.0,1,2,1,121,4,Champions
100000054,4991.0,1,2439.99,1,1,1,111,3,Can't Loose Them
100000055,4991.0,1,221.07,1,1,1,111,3,Can't Loose Them
100000056,3409.0,1,1094.99,1,1,1,111,3,Can't Loose Them
100000064,5011.0,1,12286.59,1,1,3,113,5,Loyal
100000065,5020.0,2,10780.16,1,2,3,123,6,Potential
100000067,5047.0,1,1741.35,1,1,1,111,3,Can't Loose Them
100000068,4820.0,5,9261.0,1,3,3,133,7,Promising
100000069,5016.0,1,4055.0,1,1,2,112,4,Champions
100000070,5003.0,2,6655.0,1,2,2,122,5,Loyal
100000071,5022.0,1,4023.0,1,1,2,112,4,Champions
100000072,5007.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000073,4131.0,2,12943.9,1,2,3,123,6,Potential
100000076,2878.0,1,6077.5,1,1,2,112,4,Champions
100000079,4986.0,2,9370.17,1,2,3,123,6,Potential
100000081,4605.0,2,19964.0,1,2,4,124,7,Promising
100000084,4985.0,1,4560.0,1,1,2,112,4,Champions
100000087,4982.0,1,4399.66,1,1,2,112,4,Champions
100000088,4982.0,1,4940.4,1,1,2,112,4,Champions
100000094,4951.0,1,9619.07,1,1,3,113,5,Loyal
100000097,4991.0,1,220.0,1,1,1,111,3,Can't Loose Them
100000100,4977.0,1,1614.76,1,1,1,111,3,Can't Loose Them
100000102,4976.0,1,3150.0,1,1,2,112,4,Champions
100000107,4976.0,3,6919.49,1,3,2,132,6,Potential
100000109,4974.0,1,2905.0,1,1,1,111,3,Can't Loose Them
100000209,792.0,13,45245.200000000004,3,4,4,344,11,Require Activation
100000211,4962.0,3,11916.670000000002,1,3,3,133,7,Promising
100000213,4922.0,2,5458.16,1,2,2,122,5,Loyal
100000214,4959.0,1,10959.07,1,1,3,113,5,Loyal
100000216,4711.0,3,12305.42,1,3,3,133,7,Promising
100000218,4956.0,2,10290.0,1,2,3,123,6,Potential
100000224,4953.0,1,9000.0,1,1,3,113,5,Loyal
100000225,4798.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000238,4950.0,1,1167.61,1,1,1,111,3,Can't Loose Them
100000240,4947.0,1,257.44,1,1,1,111,3,Can't Loose Them
100000241,4947.0,1,2482.93,1,1,1,111,3,Can't Loose Them
100000243,4946.0,2,2159.16,1,2,1,121,4,Champions
100000244,4941.0,1,4200.0,1,1,2,112,4,Champions
100000246,4946.0,1,245.0,1,1,1,111,3,Can't Loose Them
100000252,4943.0,2,6761.0,1,2,2,122,5,Loyal
100000260,4934.0,2,7500.0,1,2,3,123,6,Potential
100000263,4872.0,2,9497.5,1,2,3,123,6,Potential
100000266,4877.0,1,204.55,1,1,1,111,3,Can't Loose Them
100000267,4811.0,1,5003.0,1,1,2,112,4,Champions
100000270,4928.0,1,3084.02,1,1,2,112,4,Champions
100000272,4928.0,3,4552.719999999999,1,3,2,132,6,Potential
100000274,2345.0,4,11263.5,2,3,3,233,8,Needs Attention
100000276,4927.0,1,4992.85,1,1,2,112,4,Champions
100000278,4927.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000281,4927.0,2,13468.8,1,2,3,123,6,Potential
100000288,4411.0,8,18729.4,1,4,4,144,9,Require Activation
100000291,4923.0,1,4540.46,1,1,2,112,4,Champions
100000292,4923.0,1,3520.0,1,1,2,112,4,Champions
100000293,4923.0,1,5013.37,1,1,2,112,4,Champions
100000294,4922.0,1,1656.0,1,1,1,111,3,Can't Loose Them
100000306,4921.0,1,4301.0,1,1,2,112,4,Champions
100000307,4509.0,1,807.09,1,1,1,111,3,Can't Loose Them
100000308,4921.0,1,1325.5,1,1,1,111,3,Can't Loose Them
100000309,4648.0,3,7937.5599999999995,1,3,3,133,7,Promising
100000310,4920.0,2,10851.0,1,2,3,123,6,Potential
100000311,4890.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000313,4920.0,2,2601.0,1,2,1,121,4,Champions
100000314,4919.0,5,9996.09,1,3,3,133,7,Promising
100000315,4919.0,1,1540.0,1,1,1,111,3,Can't Loose Them
100000318,4919.0,1,3647.5,1,1,2,112,4,Champions
100000319,4918.0,1,1818.0,1,1,1,111,3,Can't Loose Them
100000321,4917.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000322,4914.0,4,8765.71,1,3,3,133,7,Promising
100000324,4530.0,5,2548.0,1,3,1,131,5,Loyal
100000325,4915.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000329,4913.0,1,5702.61,1,1,2,112,4,Champions
100000333,4903.0,7,0.0,1,4,1,141,6,Potential
100000340,4002.0,8,44085.17,1,4,4,144,9,Require Activation
100000346,4905.0,1,1881.65,1,1,1,111,3,Can't Loose Them
100000347,4747.0,6,11239.550000000001,1,4,3,143,8,Needs Attention
100000353,4902.0,1,6023.88,1,1,2,112,4,Champions
100000356,4900.0,3,3669.65,1,3,2,132,6,Potential
100000361,4897.0,1,3747.0,1,1,2,112,4,Champions
100000363,4904.0,1,465.0,1,1,1,111,3,Can't Loose Them
100000364,4904.0,2,2043.04,1,2,1,121,4,Champions
100000366,3883.0,2,7875.0,1,2,3,123,6,Potential
100000368,4893.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000369,4893.0,2,13836.18,1,2,3,123,6,Potential
100000370,4891.0,1,3000.0,1,1,1,111,3,Can't Loose Them
100000371,4890.0,1,5700.0,1,1,2,112,4,Champions
100000373,4890.0,1,441.99,1,1,1,111,3,Can't Loose Them
100000375,4888.0,1,500.0,1,1,1,111,3,Can't Loose Them
100000381,3967.0,5,11341.83,1,3,3,133,7,Promising
100000383,4816.0,2,5572.0,1,2,2,122,5,Loyal
100000390,4883.0,1,4750.0,1,1,2,112,4,Champions
100000392,4880.0,1,220.0,1,1,1,111,3,Can't Loose Them
100000394,4863.0,1,1332.41,1,1,1,111,3,Can't Loose Them
100000396,4876.0,1,1110.0,1,1,1,111,3,Can't Loose Them
100000397,4876.0,2,11535.0,1,2,3,123,6,Potential
100000404,4634.0,2,5600.0,1,2,2,122,5,Loyal
100000405,4870.0,4,15717.0,1,3,4,134,8,Needs Attention
100000406,4870.0,1,2242.46,1,1,1,111,3,Can't Loose Them
100000407,4869.0,2,17353.37,1,2,4,124,7,Promising
100000411,4865.0,1,7320.0,1,1,2,112,4,Champions
100000414,4864.0,1,6665.0,1,1,2,112,4,Champions
100000415,4864.0,1,5245.51,1,1,2,112,4,Champions
100000416,4864.0,2,6970.0,1,2,2,122,5,Loyal
100000419,4863.0,1,4427.57,1,1,2,112,4,Champions
100000420,4798.0,1,4470.0,1,1,2,112,4,Champions
100000421,4859.0,1,5098.5,1,1,2,112,4,Champions
100000423,4859.0,1,8756.0,1,1,3,113,5,Loyal
100000425,4858.0,2,2774.0,1,2,1,121,4,Champions
100000426,1950.0,4,8848.0,2,3,3,233,8,Needs Attention
100000428,4857.0,1,5240.59,1,1,2,112,4,Champions
100000429,4856.0,1,3747.5,1,1,2,112,4,Champions
100000430,4856.0,1,5136.28,1,1,2,112,4,Champions
100000433,2865.0,1,9561.6,1,1,3,113,5,Loyal
100000438,4853.0,2,4568.62,1,2,2,122,5,Loyal
100000440,4852.0,2,11285.0,1,2,3,123,6,Potential
100000443,594.0,5,5496.5,3,3,2,332,8,Needs Attention
100000444,4851.0,2,9989.05,1,2,3,123,6,Potential
100000445,4851.0,1,2994.64,1,1,1,111,3,Can't Loose Them
100000446,4849.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000449,4848.0,1,204.0,1,1,1,111,3,Can't Loose Them
100000452,4844.0,7,20095.52,1,4,4,144,9,Require Activation
100000453,4843.0,2,3655.0,1,2,2,122,5,Loyal
100000454,4249.0,7,24188.8,1,4,4,144,9,Require Activation
100000455,4844.0,1,14999.77,1,1,3,113,5,Loyal
100000464,4302.0,1,9551.5,1,1,3,113,5,Loyal
100000474,4836.0,1,7020.07,1,1,2,112,4,Champions
100000475,4795.0,2,3540.98,1,2,2,122,5,Loyal
100000479,4833.0,1,7495.0,1,1,3,113,5,Loyal
100000485,4827.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000486,515.0,7,21301.309999999998,4,4,4,444,12,Require Activation
100000491,4823.0,1,5623.25,1,1,2,112,4,Champions
100000492,3518.0,2,16398.0,1,2,4,124,7,Promising
100000495,4819.0,1,645.0,1,1,1,111,3,Can't Loose Them
100000496,1080.0,18,80569.34999999999,3,4,4,344,11,Require Activation
100000501,4816.0,2,288.81,1,2,1,121,4,Champions
100000505,4811.0,3,13080.0,1,3,3,133,7,Promising
100000512,4773.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000514,4771.0,1,2830.0,1,1,1,111,3,Can't Loose Them
100000520,4803.0,1,5557.5,1,1,2,112,4,Champions
100000523,4803.0,1,630.0,1,1,1,111,3,Can't Loose Them
100000524,4803.0,1,6293.88,1,1,2,112,4,Champions
100000527,4802.0,1,8673.59,1,1,3,113,5,Loyal
100000528,4802.0,1,1359.65,1,1,1,111,3,Can't Loose Them
100000532,920.0,4,11057.25,3,3,3,333,9,Require Activation
100000533,4799.0,3,26344.239999999998,1,3,4,134,8,Needs Attention
100000534,4801.0,1,3284.85,1,1,2,112,4,Champions
100000535,4800.0,2,5116.08,1,2,2,122,5,Loyal
100000541,326.0,3,17038.0,4,3,4,434,11,Require Activation
100000544,4797.0,1,4195.0,1,1,2,112,4,Champions
100000547,4788.0,3,11871.55,1,3,3,133,7,Promising
100000549,4795.0,1,5016.4,1,1,2,112,4,Champions
100000551,4795.0,1,6555.0,1,1,2,112,4,Champions
100000552,3702.0,2,1124.0,1,2,1,121,4,Champions
100000553,4795.0,2,6100.0,1,2,2,122,5,Loyal
100000554,4794.0,1,2020.56,1,1,1,111,3,Can't Loose Them
100000556,4793.0,1,5886.3,1,1,2,112,4,Champions
100000564,941.0,1,11768.0,3,1,3,313,7,Promising
100000568,4774.0,2,4507.68,1,2,2,122,5,Loyal
100000574,4781.0,2,6448.92,1,2,2,122,5,Loyal
100000577,4784.0,1,535.5,1,1,1,111,3,Can't Loose Them
100000578,4679.0,2,5056.0,1,2,2,122,5,Loyal
100000584,4782.0,1,3680.0,1,1,2,112,4,Champions
100000596,4774.0,1,6215.33,1,1,2,112,4,Champions
100000597,966.0,1,2343.9,3,1,1,311,5,Loyal
100000602,4765.0,1,7495.0,1,1,3,113,5,Loyal
100000604,4781.0,1,1992.08,1,1,1,111,3,Can't Loose Them
100000605,4243.0,2,6015.57,1,2,2,122,5,Loyal
100000608,4769.0,2,3978.0,1,2,2,122,5,Loyal
100000610,4767.0,5,14809.39,1,3,3,133,7,Promising
100000616,4763.0,2,12736.68,1,2,3,123,6,Potential
100000617,4555.0,1,7309.21,1,1,2,112,4,Champions
100000619,4756.0,1,1476.02,1,1,1,111,3,Can't Loose Them
100000620,4756.0,2,3375.0,1,2,2,122,5,Loyal
100000628,4751.0,1,8950.0,1,1,3,113,5,Loyal
100000796,4750.0,1,9005.54,1,1,3,113,5,Loyal
100000802,4649.0,1,1605.0,1,1,1,111,3,Can't Loose Them
100000804,4749.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000805,4747.0,1,854.96,1,1,1,111,3,Can't Loose Them
100000807,4746.0,1,5677.84,1,1,2,112,4,Champions
100000809,4745.0,1,5644.78,1,1,2,112,4,Champions
100000814,4742.0,1,10950.0,1,1,3,113,5,Loyal
100000815,4741.0,1,113.0,1,1,1,111,3,Can't Loose Them
100000818,4739.0,1,14539.16,1,1,3,113,5,Loyal
100000819,4544.0,4,15459.64,1,3,3,133,7,Promising
100000820,4739.0,1,8482.97,1,1,3,113,5,Loyal
100000821,4729.0,2,15995.0,1,2,4,124,7,Promising
100000822,2802.0,2,6498.0,1,2,2,122,5,Loyal
100000823,4737.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000826,4725.0,1,0.0,1,1,1,111,3,Can't Loose Them
100000830,4735.0,1,7999.0,1,1,3,113,5,Loyal
100000832,1009.0,1,696.0,3,1,1,311,5,Loyal
100000833,4734.0,1,1250.0,1,1,1,111,3,Can't Loose Them
100000846,4323.0,3,20496.17,1,3,4,134,8,Needs Attention
100000850,4622.0,1,195.59,1,1,1,111,3,Can't Loose Them
100000854,4715.0,1,7495.0,1,1,3,113,5,Loyal
100000858,4714.0,2,7495.0,1,2,3,123,6,Potential
100000861,4615.0,13,27603.75,1,4,4,144,9,Require Activation
100000862,4710.0,4,12905.45,1,3,3,133,7,Promising
100000863,4708.0,1,8145.0,1,1,3,113,5,Loyal
100000865,3579.0,3,18806.71,1,3,4,134,8,Needs Attention
100000870,4707.0,1,696.6,1,1,1,111,3,Can't Loose Them
100000871,4599.0,11,31547.470000000005,1,4,4,144,9,Require Activation
100000872,4705.0,1,2871.91,1,1,1,111,3,Can't Loose Them
100000873,4705.0,1,5067.08,1,1,2,112,4,Champions
100000875,4704.0,1,1825.0,1,1,1,111,3,Can't Loose Them
100000877,4704.0,4,8095.0,1,3,3,133,7,Promising
100000878,4505.0,1,3540.0,1,1,2,112,4,Champions
100000879,4580.0,1,5674.74,1,1,2,112,4,Champions
100000880,4545.0,6,28448.879999999997,1,4,4,144,9,Require Activation
100000881,4701.0,1,2060.44,1,1,1,111,3,Can't Loose Them
100000882,4700.0,1,5360.79,1,1,2,112,4,Champions
100000884,4692.0,1,6150.0,1,1,2,112,4,Champions
100000885,4699.0,1,1525.46,1,1,1,111,3,Can't Loose Them
100000892,4695.0,1,406.55,1,1,1,111,3,Can't Loose Them
100000894,4694.0,1,5872.5,1,1,2,112,4,Champions
100000895,4695.0,1,3263.59,1,1,2,112,4,Champions
100000907,4690.0,2,9941.0,1,2,3,123,6,Potential
100000908,4683.0,3,9425.61,1,3,3,133,7,Promising
100000912,4687.0,1,157.48,1,1,1,111,3,Can't Loose Them
100000915,4686.0,1,1125.0,1,1,1,111,3,Can't Loose Them
100000922,4685.0,1,980.0,1,1,1,111,3,Can't Loose Them
100000926,4684.0,1,7289.76,1,1,2,112,4,Champions
100000929,1103.0,1,390.4,3,1,1,311,5,Loyal
100000930,4684.0,1,382.0,1,1,1,111,3,Can't Loose Them
100000931,4265.0,6,24880.82,1,4,4,144,9,Require Activation
100000941,4681.0,3,6445.0,1,3,2,132,6,Potential
100000942,4681.0,1,177.26,1,1,1,111,3,Can't Loose Them
100000943,4681.0,2,9972.0,1,2,3,123,6,Potential
100000945,4680.0,1,2340.71,1,1,1,111,3,Can't Loose Them
100000946,4680.0,3,14547.449999999999,1,3,3,133,7,Promising
100000948,4680.0,1,2885.0,1,1,1,111,3,Can't Loose Them
100000949,3482.0,17,58202.5,1,4,4,144,9,Require Activation
100000951,410.0,25,73046.1,4,4,4,444,12,Require Activation
100000952,4672.0,5,18334.100000000002,1,3,4,134,8,Needs Attention
100000956,2992.0,7,28306.159999999996,1,4,4,144,9,Require Activation
100000957,4677.0,1,4995.0,1,1,2,112,4,Champions
100000959,4517.0,1,2690.0,1,1,1,111,3,Can't Loose Them
100000960,4617.0,2,6910.0,1,2,2,122,5,Loyal
100000962,4677.0,1,2665.0,1,1,1,111,3,Can't Loose Them
100000963,4676.0,2,2650.0,1,2,1,121,4,Champions
100000970,4668.0,3,8034.3,1,3,3,133,7,Promising
100000972,4665.0,1,8280.04,1,1,3,113,5,Loyal
100000974,4445.0,2,9292.84,1,2,3,123,6,Potential
100000975,4421.0,1,3694.57,1,1,2,112,4,Champions
100000976,4660.0,1,1277.97,1,1,1,111,3,Can't Loose Them
100000984,4625.0,3,9031.12,1,3,3,133,7,Promising
100000986,4657.0,1,4990.0,1,1,2,112,4,Champions
100000991,4654.0,2,6007.51,1,2,2,122,5,Loyal
100000994,4651.0,1,5500.0,1,1,2,112,4,Champions
100000995,4651.0,1,5940.0,1,1,2,112,4,Champions
100000996,4126.0,5,5473.93,1,3,2,132,6,Potential
100000999,4650.0,1,5435.0,1,1,2,112,4,Champions
100001000,4650.0,3,4873.68,1,3,2,132,6,Potential
100001002,4649.0,1,600.0,1,1,1,111,3,Can't Loose Them
100001003,4648.0,1,8660.0,1,1,3,113,5,Loyal
100001005,4648.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001006,4359.0,3,6425.12,1,3,2,132,6,Potential
100001008,4627.0,2,5990.22,1,2,2,122,5,Loyal
100001010,4644.0,1,7950.0,1,1,3,113,5,Loyal
100001011,4644.0,1,396.77,1,1,1,111,3,Can't Loose Them
100001014,4290.0,2,4961.35,1,2,2,122,5,Loyal
100001015,4558.0,1,2714.38,1,1,1,111,3,Can't Loose Them
100001021,4635.0,1,2781.0,1,1,1,111,3,Can't Loose Them
100001022,3760.0,4,16642.0,1,3,4,134,8,Needs Attention
100001023,4634.0,2,12700.0,1,2,3,123,6,Potential
100001025,4633.0,1,805.0,1,1,1,111,3,Can't Loose Them
100001026,4623.0,1,3601.03,1,1,2,112,4,Champions
100001027,4623.0,4,10989.92,1,3,3,133,7,Promising
100001028,4630.0,1,276.0,1,1,1,111,3,Can't Loose Them
100001030,2530.0,2,6887.21,1,2,2,122,5,Loyal
100001031,4629.0,1,3912.34,1,1,2,112,4,Champions
100001033,4365.0,3,22482.27,1,3,4,134,8,Needs Attention
100001035,4008.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001036,4627.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001039,4626.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001040,4625.0,4,15953.73,1,3,4,134,8,Needs Attention
100001042,4626.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001043,4624.0,1,4792.0,1,1,2,112,4,Champions
100001045,2263.0,1,0.0,2,1,1,211,4,Champions
100001046,4625.0,1,1915.0,1,1,1,111,3,Can't Loose Them
100001052,4624.0,1,7943.01,1,1,3,113,5,Loyal
100001054,4623.0,2,0.0,1,2,1,121,4,Champions
100001056,3810.0,1,3944.85,1,1,2,112,4,Champions
100001062,2717.0,5,10163.9,1,3,3,133,7,Promising
100001064,4843.0,1,2675.0,1,1,1,111,3,Can't Loose Them
100001066,4533.0,1,5668.65,1,1,2,112,4,Champions
100001068,4529.0,3,9141.439999999999,1,3,3,133,7,Promising
100001074,4614.0,1,5460.0,1,1,2,112,4,Champions
100001076,1816.0,5,16562.239999999998,2,3,4,234,9,Require Activation
100001077,4606.0,3,13284.0,1,3,3,133,7,Promising
100001080,1646.0,1,1544.4,2,1,1,211,4,Champions
100001083,4607.0,1,4233.98,1,1,2,112,4,Champions
100001100,4601.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001101,1261.0,2,12067.5,3,2,3,323,8,Needs Attention
100001102,4596.0,1,2078.09,1,1,1,111,3,Can't Loose Them
100001104,4593.0,1,1660.43,1,1,1,111,3,Can't Loose Them
100001107,4588.0,1,8788.81,1,1,3,113,5,Loyal
100001109,4566.0,1,4652.0,1,1,2,112,4,Champions
100001113,4578.0,6,22092.609999999997,1,4,4,144,9,Require Activation
100001116,4586.0,2,8091.0,1,2,3,123,6,Potential
100001119,547.0,5,16793.66,3,3,4,334,10,Require Activation
100001121,4580.0,2,5877.09,1,2,2,122,5,Loyal
100001122,4579.0,1,4849.44,1,1,2,112,4,Champions
100001123,4579.0,1,3102.66,1,1,2,112,4,Champions
100001127,4577.0,2,9380.970000000001,1,2,3,123,6,Potential
100001128,4575.0,1,4650.0,1,1,2,112,4,Champions
100001129,252.0,3,17264.91,4,3,4,434,11,Require Activation
100001130,2480.0,4,11400.19,1,3,3,133,7,Promising
100001131,4574.0,1,2167.4,1,1,1,111,3,Can't Loose Them
100001136,4558.0,2,6560.38,1,2,2,122,5,Loyal
100001140,4067.0,6,13567.1,1,4,3,143,8,Needs Attention
100001142,4571.0,2,4231.63,1,2,2,122,5,Loyal
100001148,4570.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001150,4438.0,1,2057.42,1,1,1,111,3,Can't Loose Them
100001152,4570.0,4,25028.850000000002,1,3,4,134,8,Needs Attention
100001153,4569.0,1,3327.75,1,1,2,112,4,Champions
100001155,4569.0,1,5848.71,1,1,2,112,4,Champions
100001156,4568.0,1,885.8,1,1,1,111,3,Can't Loose Them
100001158,4567.0,1,780.0,1,1,1,111,3,Can't Loose Them
100001161,4567.0,2,16018.44,1,2,4,124,7,Promising
100001165,4566.0,1,3182.0,1,1,2,112,4,Champions
100001167,4566.0,1,2339.45,1,1,1,111,3,Can't Loose Them
100001171,4335.0,2,9642.599999999999,1,2,3,123,6,Potential
100001174,4565.0,1,280.0,1,1,1,111,3,Can't Loose Them
100001181,4564.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001186,2127.0,1,721.6,2,1,1,211,4,Champions
100001187,4564.0,1,2380.36,1,1,1,111,3,Can't Loose Them
100001195,4384.0,2,6475.860000000001,1,2,2,122,5,Loyal
100001197,4563.0,1,4095.07,1,1,2,112,4,Champions
100001198,4353.0,1,3722.78,1,1,2,112,4,Champions
100001199,4563.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001200,4382.0,1,5953.03,1,1,2,112,4,Champions
100001201,4495.0,1,2809.06,1,1,1,111,3,Can't Loose Them
100001202,4563.0,2,2155.48,1,2,1,121,4,Champions
100001206,4563.0,1,4885.25,1,1,2,112,4,Champions
100001208,4563.0,1,7799.77,1,1,3,113,5,Loyal
100001210,4563.0,1,5669.96,1,1,2,112,4,Champions
100001211,4562.0,2,3825.0,1,2,2,122,5,Loyal
100001212,4509.0,1,6391.08,1,1,2,112,4,Champions
100001220,4560.0,2,6814.98,1,2,2,122,5,Loyal
100001223,4559.0,1,1828.39,1,1,1,111,3,Can't Loose Them
100001224,4559.0,1,3072.66,1,1,1,111,3,Can't Loose Them
100001225,728.0,15,35178.16,3,4,4,344,11,Require Activation
100001226,4558.0,3,11682.0,1,3,3,133,7,Promising
100001229,4557.0,1,5746.0,1,1,2,112,4,Champions
100001230,4557.0,2,5854.56,1,2,2,122,5,Loyal
100001231,4557.0,2,4356.31,1,2,2,122,5,Loyal
100001233,4478.0,4,9740.34,1,3,3,133,7,Promising
100001234,4316.0,1,3474.97,1,1,2,112,4,Champions
100001235,4554.0,3,24920.739999999998,1,3,4,134,8,Needs Attention
100001237,3741.0,1,4140.0,1,1,2,112,4,Champions
100001238,4553.0,1,5435.0,1,1,2,112,4,Champions
100001241,4552.0,1,2926.0,1,1,1,111,3,Can't Loose Them
100001243,4238.0,2,1700.06,1,2,1,121,4,Champions
100001246,4537.0,1,6973.93,1,1,2,112,4,Champions
100001248,4550.0,1,1646.93,1,1,1,111,3,Can't Loose Them
100001249,4550.0,1,1660.0,1,1,1,111,3,Can't Loose Them
100001250,4550.0,1,2575.45,1,1,1,111,3,Can't Loose Them
100001258,4547.0,1,5815.0,1,1,2,112,4,Champions
100001259,2586.0,2,1280.7,1,2,1,121,4,Champions
100001261,4544.0,4,5615.0,1,3,2,132,6,Potential
100001271,4536.0,1,930.0,1,1,1,111,3,Can't Loose Them
100001276,4533.0,3,5814.5,1,3,2,132,6,Potential
100001281,3609.0,3,9472.4,1,3,3,133,7,Promising
100001282,4532.0,1,14331.0,1,1,3,113,5,Loyal
100001287,4530.0,1,2990.0,1,1,1,111,3,Can't Loose Them
100001297,3831.0,2,3780.96,1,2,2,122,5,Loyal
100001299,4524.0,1,768.62,1,1,1,111,3,Can't Loose Them
100001303,4524.0,4,18720.0,1,3,4,134,8,Needs Attention
100001308,320.0,3,11590.960000000001,4,3,3,433,10,Require Activation
100001310,4472.0,5,8267.23,1,3,3,133,7,Promising
100001312,4513.0,1,5851.73,1,1,2,112,4,Champions
100001313,4514.0,1,12492.52,1,1,3,113,5,Loyal
100001316,4500.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001320,4441.0,2,13796.91,1,2,3,123,6,Potential
100001321,4509.0,2,1120.0,1,2,1,121,4,Champions
100001322,4503.0,1,3780.01,1,1,2,112,4,Champions
100001324,4508.0,1,2487.11,1,1,1,111,3,Can't Loose Them
100001325,4508.0,2,6705.0,1,2,2,122,5,Loyal
100001334,4505.0,1,1183.5,1,1,1,111,3,Can't Loose Them
100001335,4505.0,1,1198.51,1,1,1,111,3,Can't Loose Them
100001339,4502.0,2,3467.85,1,2,2,122,5,Loyal
100001341,3763.0,2,4476.6,1,2,2,122,5,Loyal
100001342,4091.0,2,13005.0,1,2,3,123,6,Potential
100001344,4500.0,6,18746.39,1,4,4,144,9,Require Activation
100001345,4498.0,1,12160.0,1,1,3,113,5,Loyal
100001351,4495.0,2,11308.05,1,2,3,123,6,Potential
100001352,4495.0,2,8669.83,1,2,3,123,6,Potential
100001358,4494.0,1,12169.03,1,1,3,113,5,Loyal
100001362,4491.0,1,2376.0,1,1,1,111,3,Can't Loose Them
100001363,4257.0,3,840.87,1,3,1,131,5,Loyal
100001364,3937.0,2,3557.0,1,2,2,122,5,Loyal
100001366,4474.0,1,14520.16,1,1,3,113,5,Loyal
100001367,4487.0,2,11995.380000000001,1,2,3,123,6,Potential
100001368,4487.0,2,6912.08,1,2,2,122,5,Loyal
100001369,4485.0,2,0.0,1,2,1,121,4,Champions
100001370,4484.0,1,8208.12,1,1,3,113,5,Loyal
100001374,4482.0,1,3130.0,1,1,2,112,4,Champions
100001375,4473.0,4,8434.7,1,3,3,133,7,Promising
100001379,4480.0,1,0.0,1,1,1,111,3,Can't Loose Them
100001387,4475.0,1,12765.0,1,1,3,113,5,Loyal
100001398,4469.0,3,10505.0,1,3,3,133,7,Promising
100001399,4468.0,1,14422.5,1,1,3,113,5,Loyal
100001404,4389.0,2,8056.459999999999,1,2,3,123,6,Potential
100001406,4327.0,3,32488.84,1,3,4,134,8,Needs Attention
100001407,4351.0,2,8680.0,1,2,3,123,6,Potential
100001408,3362.0,10,28243.239999999998,1,4,4,144,9,Require Activation
100001409,227.0,4,9727.3,4,3,3,433,10,Require Activation
100001414,4455.0,1,4285.0,1,1,2,112,4,Champions
100001416,4452.0,1,2673.0,1,1,1,111,3,Can't Loose Them
100001419,4452.0,1,2538.03,1,1,1,111,3,Can't Loose Them
100001423,4452.0,1,3305.0,1,1,2,112,4,Champions
100001424,3317.0,4,2469.8199999999997,1,3,1,131,5,Loyal
100001425,4452.0,1,686.0,1,1,1,111,3,Can't Loose Them
100001426,4449.0,3,6720.0,1,3,2,132,6,Potential
100001430,3025.0,2,9773.49,1,2,3,123,6,Potential
100001431,4448.0,1,14763.55,1,1,3,113,5,Loyal
100001432,4448.0,1,1669.2,1,1,1,111,3,Can't Loose Them
100001433,4447.0,1,2034.13,1,1,1,111,3,Can't Loose Them
100001435,487.0,4,4270.12,4,3,2,432,9,Require Activation
100001437,3515.0,1,1717.45,1,1,1,111,3,Can't Loose Them
100001439,4445.0,1,15948.32,1,1,4,114,6,Potential
100001440,4445.0,1,8446.59,1,1,3,113,5,Loyal
100001442,4158.0,3,6435.0599999999995,1,3,2,132,6,Potential
100001443,4444.0,3,17445.9,1,3,4,134,8,Needs Attention
100001451,4442.0,1,7650.0,1,1,3,113,5,Loyal
100001452,4444.0,1,10943.48,1,1,3,113,5,Loyal
100001458,4435.0,1,449.94,1,1,1,111,3,Can't Loose Them
100001460,4437.0,2,11100.0,1,2,3,123,6,Potential
100001467,4435.0,4,9499.42,1,3,3,133,7,Promising
100001475,4431.0,1,5156.76,1,1,2,112,4,Champions
